reward,reward_accumulate
-0.0036208420304518346,-0.02540178774471535
-0.006881106439032046,-0.02524073834205722
-0.004575949193688432,-0.025062593608019563
-0.019633796999258234,-0.025016193637004514
-0.005889592029726157,-0.024854103792875046
-0.012644685649193816,-0.024751503640407117
-0.010585244374770543,-0.024633451479860166
-0.0059329130048455326,-0.024478901575107976
-0.010879004978535264,-0.024367427012841
-0.006534175270239944,-0.024222441226315786
-0.010223127705289188,-0.024109543536630074
-0.007172868963097391,-0.02397405014004181
-0.005394705176289498,-0.023826595021281885
-0.017715515480828486,-0.023778476284742882
-0.002480846157986331,-0.023612088549377595
-0.0072700321788152535,-0.023485405941853863
-0.003929087311056745,-0.02333497272161696
-0.01199438769642534,-0.02324840337027961
-0.003936577510894776,-0.023102101659223655
-0.0035103094627150565,-0.02295479495097923
-0.0014324338772843228,-0.02279418031610091
-0.007903823543103134,-0.022683881377041665
-0.010936794953479717,-0.022597505741574292
-0.01242501142641282,-0.02252325395825194
-0.01810499143622582,-0.022491237563164793
-0.006926726656730326,-0.02237926266455736
-0.00585027095179746,-0.022261198438037633
-0.0019208699569611678,-0.022116940789235665
-0.005849327212150891,-0.022002380130242114
-0.008767808966808415,-0.02190983068154678
-0.0023522215424553136,-0.021774013951414196
-0.004028739315844861,-0.021651632747030965
-0.00812232035396108,-0.021558966223790763
-0.004431922045106038,-0.021442455719173855
-0.00232618958776902,-0.02131329175882652
-0.010814536205778985,-0.021242830312161766
-0.005345755384300457,-0.021136849812642692
-0.005595222814304275,-0.021033925130534495
-0.0055591267765899895,-0.02093211724662696
-0.004475883213685489,-0.020824560161444346
-0.003050988395660023,-0.02070914735777042
-0.008423472284867308,-0.020629884937945243
-0.004561197944539883,-0.020526880534141364
-0.002830010072862711,-0.02041416161400584
-0.004544583090871235,-0.020313721243606246
-0.004808681823788178,-0.02021620527241243
-0.0055498148350568675,-0.02012454033217896
-0.008480636223288993,-0.020052217946409448
-0.006774441885420855,-0.019970256365786053
-0.008974318363917983,-0.0199027966234433
-0.005264255068355782,-0.01981353722371716
-0.005972666524320689,-0.019729653158872335
-0.004961443229585778,-0.019640688038816394
-0.010090122928489481,-0.019583499026179698
-0.004415733938226556,-0.019493214710179976
-0.004795861829701126,-0.019406248125088378
-0.02050983455182753,-0.01941273980995154
-0.006737313681782186,-0.019338614510956392
-0.01315796206028572,-0.019302680485080402
-0.0032937664183046063,-0.019210143409549903
-0.0046150440277866744,-0.019126263528045518
-0.005179679552604487,-0.01904656876247157
-0.010768646869535293,-0.0189995351153526
-0.0074530901677013015,-0.018934300963105978
-0.004846776810515444,-0.0188551575689903
-0.004946248459816485,-0.018777454166145752
-0.005095666735954765,-0.01870144423597803
-0.004727326682158426,-0.01862423916661991
-0.006352657378729796,-0.01855681289306007
-0.005750112211198655,-0.018486830922120934
-0.005181527036943662,-0.018414519487962366
-0.005395302808030014,-0.018344145343746513
-0.0023911255426892434,-0.018258376420084915
-0.015593735794219443,-0.01824412700497333
-0.005832880283640487,-0.018178109735179013
-0.0038235155680262263,-0.01810215950149038
-0.0035617960365049127,-0.0180256312727273
-0.0030548947430982317,-0.01794725045320045
-0.0033763805652108343,-0.01787136050586717
-0.0036974906559393774,-0.017797920765712103
-0.004367910630448208,-0.017728693909344756
-0.0039417470987101215,-0.017657991618008167
-0.0032812654596355083,-0.017584640974343
-0.003737455634394488,-0.01751435069342956
-0.0040234771552130925,-0.017446214968489072
-0.002232753768912781,-0.017369765414722352
-0.005558705657972944,-0.0173107101159386
-0.0072224787876841645,-0.01726051991032539
-0.007476827176707549,-0.017212085787881744
-0.0010173181244762664,-0.017132308607273834
-0.002921180901141678,-0.017062646216557502
-0.0028922449037781005,-0.016993522307714677
-0.0024106369394454484,-0.016922731602043467
-0.002385688544841476,-0.016852504340897564
-0.00420026878333027,-0.01679167628533234
-0.003726835976730395,-0.016729165087683528
-0.0022998326692778236,-0.016660453980929215
-0.002635482747808452,-0.016593984922952335
-0.004093785486380069,-0.01653502171806284
-0.006431586652736958,-0.016487587750619995
-0.004932076215179777,-0.01643359003316467
-0.0022810168113212613,-0.01636776411120261
-0.0014564395579020123,-0.016298730201233624
-0.009046683347018207,-0.016265310630476874
-0.002721256370482571,-0.016203181941210842
-0.0024074447216718736,-0.01614018770733167
-0.0023941234566247417,-0.016077705597101186
-0.0013276402554311393,-0.01601096321998956
-0.0025531367130999538,-0.015950342379868438
-0.0011166542062743135,-0.015883823598820932
-0.0015985634093170535,-0.015820050115832075
-0.0014221780089755435,-0.015756059573134935
-0.005706189798319514,-0.01571159112280389
-0.0024786538204089954,-0.01565329624481977
-0.003180864917823444,-0.015598592598648733
-0.003051011983807809,-0.015543799670199646
-0.005400608959537178,-0.015499698841022855
-0.0025587975650485217,-0.015443677623377948
-0.0020577020302308814,-0.015385979452717831
-0.004112961209066103,-0.015337597400169966
-0.0015956975010849145,-0.01527887133222516
-0.0018963009773877565,-0.015221924224332233
-0.004902066182816704,-0.015178196012291915
-0.001735994391769084,-0.01512147786199435
-0.016111182914141722,-0.0151256362865832
-0.0023171184091016557,-0.015072044161572819
-0.005031092082068022,-0.015030206861241546
-0.003667161052570822,-0.014983057293570714
-0.006807474509647654,-0.014949273893637142
-0.005101954504153188,-0.014908749945532273
-0.004067995560383677,-0.014864320624281665
-0.01447327310467259,-0.01486272451195673
-0.00488648991816359,-0.014822170712794977
-0.003502751001932197,-0.014776343102629536
-0.02630445551984164,-0.014822827426892482
-0.0024754022274169007,-0.01477323937388254
-0.00486658079607683,-0.014733612739571317
-0.0024832491374508093,-0.014684806510080795
-0.0032649341054284153,-0.01463948955609408
-0.0041784392004702575,-0.014598141530973042
-0.004232216961638901,-0.014557330804322118
-0.003222133585209218,-0.014512879050521673
-0.004582485002565448,-0.01447408844877184
-0.0073308179060035065,-0.014446293621757178
-0.010409776681006724,-0.01443064820725814
-0.016910537933775404,-0.014440223071067081
-0.009828138425392569,-0.014422484283968329
-0.010233126393395322,-0.014406433104310962
-0.0033720190810173777,-0.014364317020252593
-0.0016423602021773736,-0.014315944560868274
-0.007581503607672785,-0.014290435314833436
-0.0027944429847758896,-0.014247054211701147
-0.002683997986231834,-0.014203584075515174
-0.00911410306801445,-0.01418452234889532
-0.005646787863589232,-0.014152665130666575
-0.0028633361625862086,-0.014110697364985977
-0.0078083814239424485,-0.014087355454093222
-0.004376148145690123,-0.014051520740778081
-0.003013241318736354,-0.014010938831138221
-0.0032507117381758354,-0.013971524079881947
-0.0018265092077750463,-0.013927199208085935
-0.003070258374874857,-0.013887719423237894
-0.008936548710173202,-0.013869780398915189
-0.002396384959453433,-0.013828360198772729
-0.00338779320180326,-0.013790804202380753
-0.004714239721886867,-0.013758271713203355
-0.00578949268071415,-0.013729811788087326
-0.006644204032847327,-0.01370459610212562
-0.009715718153491263,-0.013690451144860961
-0.005130430184352343,-0.013660203720972241
-0.004203124987484235,-0.013626904147967004
-0.004148460373942665,-0.013593646450514286
-0.004918348260345775,-0.013563313240059154
-0.0037901568613892527,-0.013529260430377377
-0.003320958677935504,-0.0134938149381814
-0.002480865460766555,-0.013455707846564045
-0.005159436555664867,-0.01342710001452646
-0.012457175708496294,-0.013423766941309867
-0.001266848482225778,-0.01338213365891574
-0.0074246557639791174,-0.013361800969854523
-0.00337523311686305,-0.013327833051987207
-0.004284909054099886,-0.013297179072333357
-0.0049638841352371435,-0.013269026048897226
-0.016326951734984618,-0.013279322094978334
-0.003812980915001921,-0.013247555849407941
-0.002190482756503161,-0.013210575671839697
-0.005382882783508374,-0.01318448336221193
-0.0021159413009892774,-0.013147710797224477
-0.0017781210729861912,-0.013110063149130971
-0.004019386015778403,-0.013080060914367432
-0.0020915935256666314,-0.013043914640062488
-0.005970019985716959,-0.013020721542835128
-0.0038813554671379524,-0.012990854333437423
-0.00910928413278808,-0.012978210782295243
-0.014081310051469014,-0.012981792273428924
-0.012920896182416357,-0.012981595198700738
-0.004082196795765533,-0.012952887461917079
-0.0034807665784792495,-0.012922430481584481
-0.0070550936533378475,-0.01290362491482728
-0.00312868335144135,-0.01287239506957685
-0.004913218157037756,-0.012847047372403157
-0.0031448543310926046,-0.012816246759573604
-0.0025981449111889122,-0.012783910994230619
-0.0054924467846459634,-0.012760909529847073
-0.0020923885344579867,-0.012727360721685472
-0.0022087443580107364,-0.01269438700267709
-0.0024630593765053756,-0.012662414103845302
-0.001221543374536319,-0.012626772762009448
-0.010903007654380112,-0.012621419454221778
-0.004757013144628519,-0.012597071447071331
-0.0033903221096615688,-0.012568655554054635
-0.0025040647947440296,-0.01253768758248753
-0.0031034468866983985,-0.012508748193850134
-0.004386029107414565,-0.012483908074319752
-0.006728854474824229,-0.012466362179199341
-0.002620321162724044,-0.01243643500285747
-0.005166188602197808,-0.012414403953158503
-0.0026565232759789264,-0.012384923951112643
-0.0042206150680220164,-0.012360332659296105
-0.0022241179142903343,-0.012329893575977767
-0.005149437568032099,-0.01230839520469649
-0.007913092478744985,-0.012295274898051855
-0.004707307251848475,-0.012272691661009588
-0.0023269609286466755,-0.012243179106907622
-0.006596889382847818,-0.012226474107724013
-0.0027873263557644102,-0.012198630014060411
-0.005737923571221775,-0.012179627936287357
-0.003200693304077751,-0.012153296749682636
-0.0039028815133236483,-0.012129172728523692
-0.0017517421680757414,-0.012098917828930548
-0.001327006626751811,-0.012067604133575376
-0.002101644264727801,-0.012038717293375818
-0.0031716023436630433,-0.012013089793521156
-0.0013493396536595785,-0.011982358525106568
-0.0026071387542137316,-0.011955418238408599
-0.00220850259635238,-0.011927490113359727
-0.002563929833221849,-0.011900737083987905
-0.004508051177957722,-0.011879675300779836
-0.003156132459517208,-0.011854892508617158
-0.002255101955093282,-0.011827697634527854
-0.010530992417699898,-0.011824034625440768
-0.006375060512575271,-0.011808685402587627
-0.002531965655171264,-0.011782627201049943
-0.002308778773148493,-0.011756089810495599
-0.001899179208107445,-0.011728556540656526
-0.01054886654897997,-0.011725270496111466
-0.003490401034146414,-0.011702395858717117
-0.0055805505287520075,-0.011685437838412506
-0.003986152333266193,-0.01166416909392315
-0.00335374459251256,-0.011641275362514306
-0.004797735288445312,-0.011622474428244888
-0.005413297140833361,-0.011605462983621842
-0.006920563460409208,-0.011592662711700504
-0.0024405516261907095,-0.01156772507931492
-0.0022557486553290255,-0.011542420795554089
-0.01896180387594669,-0.011562527524769247
-0.004361867896050215,-0.011543066282529461
-0.008792085380464968,-0.01153565123966675
-0.00905931921385701,-0.011528994433145754
-0.003996170424225047,-0.011508799194515942
-0.005704155900295833,-0.011493278757900379
-0.0019224035602117121,-0.011467756424039875
-0.002362565631575639,-0.011443540491081193
-0.005274615537753221,-0.011427177294918517
-0.006237420840156568,-0.011413447780487928
-0.010453974257743652,-0.011410916188079632
-0.013621047170961919,-0.01141673232224511
-0.005087700880204903,-0.011400120691163642
-0.0025582527405964934,-0.011376974439984146
-0.003937715700694719,-0.011357550787923337
-0.003092330483087323,-0.011336026776712829
-0.009913800438226044,-0.011332332682327147
-0.0018205729227533923,-0.011307690817665037
-0.0032170393396098564,-0.011286784741494353
-0.0056338201199802,-0.011272215245047153
-0.002429802634319251,-0.011249484107230368
-0.003187842406192061,-0.011228813231073859
-0.011550331234188258,-0.011229635527757017
-0.00499091010775774,-0.011213720411889673
-0.005003880111832897,-0.011197919291533291
-0.004062957557568499,-0.01117981025159937
-0.0012802641601345915,-0.011154748109595661
-0.004312828783565201,-0.011137470535540029
-0.006512364147535417,-0.011125820393504753
-0.0025485473847213992,-0.011104269456296756
-0.004164083196490499,-0.011086875505770928
-0.004624770549205175,-0.011070720243379512
-0.00528695702511368,-0.011056296893708024
-0.004566391499795038,-0.011040152850439583
-0.004609431619805539,-0.01102419572579781
-0.00485602414632358,-0.011008927974363468
-0.005177939942048289,-0.010994530473049111
-0.0028145554245671304,-0.010974382751254822
-0.003254537591234682,-0.010955415072728972
-0.0058928001315428705,-0.010943006702775085
-0.003022133566837474,-0.01092364026478991
-0.002822744315811301,-0.010903881981987525
-0.004282084666448304,-0.010887770552995946
-0.009979911951186263,-0.010885567012700293
-0.002731695605591285,-0.01086582398265887
-0.007352141698027372,-0.010857336827381978
-0.0015250746584251243,-0.010834849448661601
-0.004298224139292809,-0.010819136407052541
-0.0019498668583620238,-0.010797867175520906
-0.005394825360514669,-0.010784941238164434
-0.0022469998720925934,-0.01076456428979672
-0.0026159693688566628,-0.010745162873318293
-0.0026319700091459765,-0.010725891631360637
-0.003277661004952411,-0.010708241795753035
-0.003331750415319372,-0.0106908032818513
-0.004242703222056467,-0.010675595498691407
-0.0035152085350775553,-0.010658747529365258
-0.008058007593042508,-0.010652642506040552
-0.0058764530267311895,-0.01064145705058549
-0.008168280852639587,-0.010635678601524869
-0.010263036258851894,-0.010634809971355467
-0.009495481717966955,-0.010632160370766192
-0.004433419925333876,-0.010617778142354517
-0.0031567361489549784,-0.010600507211814242
-0.005980191774940267,-0.010589836737364185
-0.003728215868813921,-0.010574026551031122
-0.005841850746556427,-0.01056314798596336
-0.006286248030816545,-0.010553338582396514
-0.007302582399814149,-0.010545899781063373
-0.006769277075439476,-0.010537277354794828
-0.003965462168194291,-0.010522307388538335
-0.005810735142095086,-0.010511599269796418
-0.002554308931723329,-0.010493555527533213
-0.006014524877335369,-0.010483421974025981
-0.017918590580563033,-0.010500205650338709
-0.010598534746623393,-0.010500427112267275
-0.005071608463561247,-0.010488227519798275
-0.0046979820109703165,-0.010475244906549783
-0.004588985648225985,-0.010462076541318636
-0.005020190113190142,-0.010449929473398706
-0.004072323915027568,-0.010435725452110573
-0.005382526790479558,-0.010424496121751394
-0.005503080518689285,-0.010413583892032853
-0.0019107143596103016,-0.010394772233775282
-0.0027075281129829826,-0.010377802599954546
-0.00316756658044426,-0.010361921022819062
-0.004301134852726817,-0.01034860061365403
-0.007086612672115333,-0.010341447131326093
-0.0014813837625446847,-0.010322059684129635
-0.0016167440136462736,-0.010303052444674431
-0.006966757363251708,-0.010295783827939302
-0.012608855920490124,-0.010300812245531806
-0.012550097065306869,-0.01030569138830789
-0.001958131776583417,-0.010287623077460003
-0.0038378245022108776,-0.010273692626973505
-0.003937065565355229,-0.01026003610313381
-0.004397108483627584,-0.010247427656640249
-0.003516326801817789,-0.010232983234205007
-0.013788296395909014,-0.010240596324487034
-0.028284646071506034,-0.010279151986339649
-0.006722832945268785,-0.010271569216529264
-0.0051662134581019915,-0.010260706757468782
-0.0067479418511155465,-0.01025324865787992
-0.008612574088057299,-0.010249772652435377
-0.0078104089437147995,-0.010244615435292205
-0.003608165840620144,-0.010230614486780238
-0.00886034849699116,-0.010227729716275419
-0.004757357838120247,-0.010216237338380134
-0.005904391304541186,-0.010207197828875232
-0.005796169967906855,-0.010197969737115883
-0.005716396398614149,-0.010188613634112751
-0.012016382528521517,-0.010192421485976103
-0.0016629821811571177,-0.010174688763928665
-0.004500481663236927,-0.010162916550026813
-0.002972975846860517,-0.010148030544430194
-0.004103673823197957,-0.01013554220409707
-0.009209441264242028,-0.010133632717623143
-0.007210300914045394,-0.01012761763160755
-0.010497868320731036,-0.010128377899963037
-0.004422545721254176,-0.010116685620908304
-0.0035672323931062277,-0.010103292056025271
-0.024330329396349333,-0.010132326826107567
-0.0038444359332526702,-0.010119520531010102
-0.007594403950943597,-0.010114388180237611
-0.005575417556580828,-0.010105181343272792
-0.005729049758847413,-0.010096322777312417
-0.00646569939771777,-0.010088988184626366
-0.0025719630758606424,-0.01007383289206837
-0.003636421216114433,-0.010060880353484961
-0.008563076207723971,-0.010057872714638053
-0.011377536455589867,-0.010060517331353385
-0.011969597916137071,-0.010064335492522954
-0.016443338573660798,-0.01007706803360307
-0.007113106233430537,-0.010071163727228223
-0.010739458066817966,-0.01007249234420554
-0.008769949161589163,-0.010069907933128919
-0.006106414571267979,-0.010062059431422266
-0.013267273709119171,-0.010068393846990835
-0.00656212889963464,-0.010061478137035496
-0.003987075290518056,-0.010049520651117158
-0.007335955620555847,-0.01004418948209837
-0.002990630742760091,-0.010030358974766333
-0.0036061268929310115,-0.010017787092023016
-0.010164847723489443,-0.01001807431981885
-0.007871518311892476,-0.010013890000115292
-0.0023584980836307856,-0.009998996241522914
-0.001307472175261834,-0.009982119495763185
-0.0016097955924432323,-0.009965894061842024
-0.004014557352227796,-0.009954382772268303
-0.011877622135975107,-0.009958095589572754
-0.0035182545475811746,-0.009945687418008223
-0.0055669927874189415,-0.009937266851410937
-0.005488791009217372,-0.00992872851006316
-0.014994579829380463,-0.009938433206077178
-0.004457706385100637,-0.00992795380488984
-0.004977667262666635,-0.009918506693168043
-0.006580064832190964,-0.00991214775628999
-0.008140438368789322,-0.009908779487492457
-0.0013008831866559872,-0.009892445718420661
-0.0038007693338124038,-0.00988090845254072
-0.0036619732317609323,-0.009869152431329417
-0.0052838015465980345,-0.009860500825886522
-0.003436560947016718,-0.009848403010672076
-0.0062922170484367955,-0.009841718450592687
-0.017720629480044506,-0.009856500647646066
-0.007723090468903269,-0.00985250549749861
-0.011311585128761799,-0.009855232749145825
-0.009966887127895287,-0.009855441059553946
-0.00613164798331377,-0.009848506621795582
-0.004803902969924938,-0.009839130035082067
-0.016334425495516683,-0.009851180676010502
-0.005290132487746677,-0.009842734290476676
-0.0047430031039866535,-0.009833307800298324
-0.0060259153947093864,-0.009826283091062918
-0.004136489855304022,-0.009815804650481414
-0.0029287298387509304,-0.009803144586489263
-0.01115312535579211,-0.00980562161542377
-0.0036660564366388444,-0.009794376990554207
-0.005246397168200122,-0.009786062585028881
-0.006025226740344399,-0.009779199745896246
-0.008038704009856255,-0.0097760294440091
-0.021891332374072068,-0.009798057267518303
-0.012511627734224833,-0.009802982077802705
-0.002111852375001854,-0.00978904887181937
-0.0014899568111743449,-0.009774041472071367
-0.006157670944934007,-0.00976751372743754
-0.005929380298334266,-0.009760598171709422
-0.006134308038638808,-0.00975407606715354
-0.001988095368672395,-0.009740133552434544
-0.002885427685051012,-0.00972784913331737
-0.00775725574649096,-0.009724323921534135
-0.004029653259732885,-0.009714154866780915
-0.00464012833458854,-0.009705110256206595
-0.0022654070921035016,-0.009691872350220643
-0.010795959595951341,-0.00969383342880986
-0.011938841927161563,-0.009697813940331769
-0.01304293005536562,-0.0097037344998274
-0.00294798330419717,-0.009691798543651375
-0.004009673360493852,-0.009681777158848631
-0.0030214978600551735,-0.009670051315012727
-0.0031942142023758447,-0.009658670230456249
-0.0046669847794461265,-0.009649912887559736
-0.0025592494443380507,-0.009637494913053218
-0.0022847581566651314,-0.00962464047816443
-0.003439044536536055,-0.009613845371809059
-0.003543700882845995,-0.009603270207194141
-0.0026076231400406734,-0.009591103864468655
-0.0030312848067262986,-0.00957971528971563
-0.003972740286898847,-0.009569997828705545
-0.004008036783857424,-0.00956037505873176
-0.0023484714909004153,-0.009547919266732052
-0.007101980277368462,-0.009543702130543492
-0.0036646936036543233,-0.00953358335510995
-0.0026372397644637635,-0.009521733967497155
-0.003543066297029528,-0.009511478962916592
-0.0017687655101355421,-0.009498220891935801
-0.001503493301891594,-0.009484554690927178
-0.001663762829797678,-0.00947120862973071
-0.0014218904357852522,-0.00945749599226232
-0.002504362744389092,-0.009445670935718319
-0.0024196660680248735,-0.00943374223475449
-0.00304563159267512,-0.009422914928581477
-0.0024432559629762366,-0.00941110501493409
-0.0012842110361311746,-0.00939737715348341
-0.005209427703812757,-0.009390314844124776
-0.006452522216437218,-0.00938536906529028
-0.003369877538858834,-0.00937525899549796
-0.0075692015842529535,-0.009372228697828089
-0.0028316506061790824,-0.00936127295563102
-0.0052410940978743735,-0.009354383024430757
-0.0022616406782472015,-0.009342542052233458
-0.0031044128711382735,-0.009332145170264965
-0.0240104605822305,-0.009356568324028643
-0.002470848138014465,-0.009345130250629947
-0.0035497499110825293,-0.009335519337960717
-0.0033131439145758813,-0.00932554851772332
-0.0016556783385311873,-0.009312871046352757
-0.003602588486293019,-0.009303448137837806
-0.0019562680931755312,-0.00929134405209701
-0.008799207689059401,-0.009290534617289388
-0.0025398014878174114,-0.009279449669621943
-0.004447475676057755,-0.009271528400780034
-0.01651643349939832,-0.009283385855933256
-0.004497950111698608,-0.00927556651648189
-0.0035768734510424425,-0.009266270116701402
-0.006203626529362647,-0.009261282097829511
-0.004828294222455744,-0.00925407398746305
-0.003303061099995046,-0.009244413252256122
-0.0032248366615195635,-0.009234657050326242
-0.004942374715676477,-0.009227711609655288
-0.0059897448407433595,-0.009222480645569811
-0.009772873777766599,-0.009223368376428192
-0.011636555795856953,-0.009227254346507785
-0.01664000869807636,-0.00923917195800549
-0.005904536229949302,-0.009233819412695608
-0.014713849318822341,-0.009242601511904147
-0.013882322351434878,-0.009250025065247391
-0.010908777968354107,-0.009252674830268327
-0.016041797347566496,-0.009263502776866888
-0.003982582061722194,-0.009255093667447865
-0.0027400339959629105,-0.009244735861928812
-0.00937544924065127,-0.009244943343482337
-0.004689810539022531,-0.009237724432540246
-0.003678794334768488,-0.009228928657069084
-0.007251017642657533,-0.009225803995118995
-0.004115694076390297,-0.009217743884837086
-0.004547009247586634,-0.009210388397219367
-0.002521473358996045,-0.009199871235209583
-0.005025000456019244,-0.009193317277942403
-0.00806836761538158,-0.009191554033957203
-0.0122727102242038,-0.009196375874630519
-0.003968007190927983,-0.009188206548562235
-0.005549625957943573,-0.009182530135784359
-0.0059950940181904425,-0.009177565282018636
-0.007602447399713354,-0.009175115643010393
-0.0037808630796176967,-0.009166739474433697
-0.005380384507200624,-0.00916086915665504
-0.006822052989081593,-0.0091572486981913
-0.007363049906546839,-0.009154475593412863
-0.0028052125032705113,-0.009144677347903384
-0.0065164830249609266,-0.009140627741858788
-0.002703214978046923,-0.009130724029914458
-0.005331892037917556,-0.009124888650510471
-0.0024370768709781675,-0.009114631270480513
-0.004682107679718625,-0.009107843332362956
-0.008686055806290642,-0.009107198397307796
-0.005189965150093338,-0.009101217888533424
-0.00914306123842762,-0.009101281674127777
-0.004401810339745134,-0.009094128749722324
-0.0054009913110542,-0.009088516078842887
-0.004004469698477201,-0.009080801289191347
-0.013806917397555445,-0.009087962071173713
-0.003221702383997583,-0.009079087245625797
-0.0018015592298931324,-0.009068094000889038
-0.0052357523574022525,-0.009062313696751041
-0.0040956640048841276,-0.009054833802636783
-0.0017185534928524082,-0.009043801802170941
-0.005337846447139547,-0.00903823730464086
-0.004181193506761177,-0.00903095537990641
-0.004222403998505746,-0.00902375694969473
-0.00477048083635429,-0.009017399287342949
-0.006904872601341382,-0.009014246262438465
-0.02820581058639831,-0.009042847699582962
-0.011895980235909067,-0.009047093432523919
-0.004423661429903373,-0.009040223548418987
-0.003116542670185857,-0.009031434704385999
-0.00689065772568197,-0.009028263182936066
-0.005643912822366887,-0.009023256747491437
-0.0056501072446582335,-0.009018274251918564
-0.003481177185800126,-0.009010107442086534
-0.0026685245540572604,-0.00900076785020431
-0.005201927811514139,-0.008995181320735644
-0.006647495586073339,-0.008991733911433649
-0.003365141222304544,-0.008983483775525837
-0.0025373814159156695,-0.008974045851134026
-0.006093563058850045,-0.008969834618981565
-0.009761283051052772,-0.008970990018152469
-0.006534277106265928,-0.008967437958514148
-0.002828440587533508,-0.008958502008920288
-0.0016623519752751797,-0.00894789713968534
-0.002212343141975068,-0.008938121299340338
