delay,delay_avg
627.213542284967,0.7840169278562088
759.0760369461336,0.9488450461826671
869.9610687997364,1.0874513359996705
777.6663985934806,0.9720829982418507
787.3408826937142,0.9841761033671428
707.6902482528919,0.8846128103161149
631.4169990727156,0.7892712488408945
638.7808102362054,0.7984760127952568
578.4505992774695,0.7230632490968368
620.8658918376398,0.7760823647970497
598.3538760839857,0.7479423451049821
643.0623275893023,0.8038279094866279
620.8476295185613,0.7760595368982017
633.479277431847,0.7918490967898087
679.2494774774044,0.8490618468467556
668.0828989113262,0.8351036236391578
738.0019180101922,0.9225023975127402
607.6548176353263,0.7595685220441578
657.4265038102827,0.8217831297628534
608.6484103610295,0.7608105129512869
635.121014082006,0.7939012676025076
664.704455866482,0.8308805698331025
683.7233899933466,0.8546542374916832
609.1474102700049,0.7614342628375061
659.196862132093,0.8239960776651162
628.3045592123768,0.785380699015471
663.24926182791,0.8290615772848875
713.1206667145135,0.8914008333931419
747.9421078125781,0.9349276347657226
711.6914008902598,0.8896142511128248
660.9643151700642,0.8262053939625802
657.2538884804599,0.8215673606005748
635.6792187423623,0.7945990234279529
667.7296504484952,0.8346620630606191
662.8309977356403,0.8285387471695503
682.4177587034104,0.853022198379263
665.2794832848002,0.8315993541060003
666.80297271123,0.8335037158890376
675.2866735225728,0.8441083419032159
729.6395976558232,0.912049497069779
567.6703032153955,0.7095878790192444
637.9745533384204,0.7974681916730255
599.0371509953677,0.7487964387442096
609.940968849467,0.7624262110618338
633.4085727423409,0.7917607159279261
601.3423689818724,0.7516779612273404
612.379275940557,0.7654740949256963
658.8081604439409,0.8235102005549261
701.5618643439901,0.8769523304299877
610.1839166085738,0.7627298957607173
673.1272057553505,0.8414090071941881
602.9568950454718,0.7536961188068397
555.1297072750818,0.6939121340938523
573.3690613264861,0.7167113266581076
638.1149705085015,0.7976437131356269
609.8246300235805,0.7622807875294757
545.2716067187066,0.6815895083983833
580.8757015558871,0.7260946269448588
558.8211531372832,0.698526441421604
548.5414686405612,0.6856768358007015
648.3490636507042,0.8104363295633803
692.7255088026888,0.865906886003361
705.7633977373181,0.8822042471716476
649.2254676114125,0.8115318345142656
590.4205091638162,0.7380256364547703
669.8888550356337,0.8373610687945421
701.451479378,0.8768143492225
560.4368710321087,0.7005460887901358
556.3683026942261,0.6954603783677826
587.5181992626669,0.7343977490783337
690.8992149193592,0.863624018649199
639.8187092063629,0.7997733865079536
606.7675804655009,0.7584594755818762
635.3905983113921,0.7942382478892401
624.9848649396813,0.7812310811746016
627.2166708455223,0.784020838556903
597.9488624422673,0.7474360780528342
532.5282028494606,0.6656602535618258
581.6193797470223,0.7270242246837779
623.373957777409,0.7792174472217613
614.3237686236503,0.7679047107795628
599.0694546062598,0.7488368182578248
647.141785688628,0.808927232110785
599.776449694439,0.7497205621180487
701.7480433694753,0.8771850542118442
638.4038223100861,0.7980047778876076
593.3324918989463,0.7416656148736829
573.4387007437529,0.7167983759296911
524.9469159468006,0.6561836449335007
557.3142793776184,0.696642849222023
614.977881008018,0.7687223512600225
580.41899875713,0.7255237484464125
550.4385653458562,0.6880482066823203
553.1338885636604,0.6914173607045755
581.5864381379075,0.7269830476723844
617.5131188099072,0.771891398512384
498.9264169357984,0.623658021169748
505.2990648927013,0.6316238311158766
615.1608917782444,0.7689511147228054
554.8682293704032,0.693585286713004
544.9701042480955,0.6812126303101194
621.5126118728025,0.7768907648410032
530.034541483226,0.6625431768540325
652.1495142706428,0.8151868928383036
573.0434397083227,0.7163042996354033
491.5400177009979,0.6144250221262474
542.4956394388064,0.678119549298508
538.6770744621534,0.6733463430776918
760.6211068049633,0.9507763835062042
624.5333627756853,0.7806667034696066
697.4977872152609,0.8718722340190762
675.0190189328725,0.8437737736660906
658.5960578744736,0.823245072343092
631.9291256796234,0.7899114070995293
688.3528861623364,0.8604411077029205
669.4213202794205,0.8367766503492756
714.9259345637139,0.8936574182046424
716.4847034998226,0.8956058793747782
739.9761182976923,0.9249701478721154
711.2326899097208,0.889040862387151
645.3906977309193,0.8067383721636492
669.5241547058309,0.8369051933822886
614.4316243677797,0.7680395304597246
708.8439572649029,0.8860549465811286
593.9750928660027,0.7424688660825034
661.8115052318451,0.8272643815398064
669.5469369102235,0.8369336711377794
583.6803187129855,0.7296003983912318
616.9346436264238,0.7711683045330298
627.5343214219289,0.7844179017774111
707.5640583482283,0.8844550729352854
644.6912288576235,0.8058640360720294
585.7697774445026,0.7322122218056282
574.3080341125343,0.7178850426406679
596.3377228523136,0.745422153565392
577.6541267203723,0.7220676584004654
645.7059783519985,0.8071324729399981
718.9283768027727,0.8986604710034659
648.0446879788881,0.8100558599736101
621.6101733313636,0.7770127166642046
578.9411442494472,0.7236764303118091
564.9229430059964,0.7061536787574956
612.7059858549788,0.7658824823187236
574.6575432149818,0.7183219290187273
570.776353001156,0.7134704412514451
638.4745209318239,0.7980931511647799
580.799195323871,0.7259989941548387
586.6486975271828,0.7333108719089785
662.7714857111279,0.8284643571389099
600.4846730868971,0.7506058413586214
566.1238376262769,0.7076547970328462
598.744584409307,0.7484307305116338
575.1327359407572,0.7189159199259465
591.8805270884658,0.7398506588605822
630.9324822445282,0.7886656028056602
534.7344865627606,0.6684181082034507
558.045905879158,0.6975573823489475
586.368875595002,0.7329610944937525
633.7801690750701,0.7922252113438377
624.2648825214591,0.7803311031518239
