drop
0.21875
0.21125
0.2725
0.1775
0.26
0.24896265560165975
0.2125
0.21875
0.2325
0.23375
0.2325
0.16625
0.1875
0.17
0.1825
0.16375
0.13125
0.15125
0.13125
0.14125
0.185
0.1561733442354865
0.13375
0.12375
0.09625
0.0975
0.155
0.1
0.155
0.12125
0.1
0.1425
0.06625
0.07625
0.09625
0.0975
0.135
0.29875
0.19625
0.18625
0.12125
0.08
0.135
0.07375
0.1075
0.1475
0.09625
0.07625
0.1275
0.08125
0.0825
0.0525
0.07125
0.0625
0.09375
0.03625
0.07875
0.06125
0.09125
0.07625
0.07
0.10375
0.09375
0.055
0.0675
0.0625
0.0525
0.035
0.06625
0.155
0.04375
0.14125
0.155
0.1
0.07625
0.12625
0.13
0.055
0.04625
0.05625
0.05125
0.05625
0.08125
0.1525
0.07125
0.1125
0.13875
0.085
0.05
0.05125
0.06125
0.0725
0.0725
0.09125
0.07875
0.045
0.05875
0.04
0.0275
0.06375
0.09
0.15375
0.15125
0.0475
0.1275
0.12375
0.105
0.10125
0.0675
0.07875
0.10375
0.1825
0.18625
0.065
0.02625
0.0375
0.06375
0.03625
0.085
0.0525
0.01375
0.0175
0.03
0.02625
0.02625
0.04125
0.025
0.0175
0.01
0.09875
0.05875
0.12875
0.16625
0.09125
0.0325
0.02875
0.055
0.14875
0.0775
0.09
0.06875
0.02625
0.1975
0.165
0.24
0.1875
0.195
0.23125
0.105
0.09125
0.0525
0.1075
0.09125
0.08
0.09
0.1075
0.13375
0.17625
0.26125
0.205
0.125
0.07
0.045
0.08625
0.10875
0.065
0.14125
0.04125
0.07875
0.13375
0.12125
0.09
0.0525
0.09125
0.0375
0.085
0.01875
0.06
0.0925
0.06625
0.07875
0.10875
0.0775
0.07
0.0225
0.04875
0.05375
0.0575
0.045
0.075
0.12625
0.10125
0.10625
0.05125
0.055
0.03125
0.09875
0.06
0.03625
0.06625
0.03
0.02375
0.06375
0.03625
0.105
0.09125
0.0825
0.15375
0.18375
0.15625
0.1
0.06625
0.06875
0.10875
0.065
0.0775
0.1225
0.0275
0.0525
0.06875
0.09625
0.1025
0.135
0.1125
0.0775
0.06
0.05375
0.06625
0.05125
0.05375
0.0475
0.0525
0.0625
0.05625
0.07125
0.05625
0.0325
0.20375
0.1325
0.14125
0.10875
0.125
0.10875
0.10125
0.0925
0.13875
0.16
0.15
0.05875
0.04125
0.10875
0.0475
0.05375
0.07625
0.075
0.04125
0.0375
0.05375
0.08875
0.04625
0.04125
0.02875
0.01625
0.01375
0.0125
0.01625
0.00375
0.00625
0.11375
0.01875
0.02125
0.0275
0.03875
0.03125
0.0125
0.00375
0.01125
0.06875
0.095
0.19125
0.18
0.15875
0.12875
0.07
0.1075
0.05625
0.08875
0.09875
0.02625
0.0525
0.1675
0.10625
0.095
0.10375
0.07875
0.04
0.1325
0.05375
0.06625
0.09
0.06875
0.055
0.06625
0.035
0.04125
0.0225
0.03875
0.04
0.0275
0.01375
0.05125
0.12625
0.035
0.13125
0.09125
0.09625
0.0675
0.0675
0.06
0.02625
0.0375
0.025
0.02625
0.115
0.0225
0.04625
0.0575
0.085
0.19875
0.16625
0.04375
0.04125
0.02875
0.0475
0.08125
0.04
0.05625
0.08375
0.0225
0.02125
0.02
0.0475
0.0725
0.06125
0.04
0.00625
0.015
0.01125
0.015
0.01375
0.01625
0.01
0.00875
0.04125
0.0125
0.01375
0.015
0.0075
0.0725
0.0325
0.02875
0.0325
0.03375
0.03875
0.02125
0.00625
0.055
0.055
0.04125
0.035
0.0225
0.07125
0.08375
0.04625
0.09375
0.16
0.08125
0.05625
0.05875
0.1275
0.06375
0.04125
0.0475
0.03875
0.04375
0.06875
0.12875
0.035
0.03375
0.16375
0.03
0.04
0.02
0.055
0.02875
0.0175
0.02
0.04
0.05125
0.14125
0.15875
0.12375
0.16375
0.145
0.0875
0.15125
0.0475
0.05
0.0675
0.02625
0.01875
0.05625
0.025
0.03
0.0125
0.00875
0.0075
0.04125
0.0075
0.01625
0.00875
0.02375
0.0075
0.01
0.01
0.02375
0.005
0.01625
0.0025
0.005
0.00125
0.01
0.0975
0.02375
0.07875
0.0375
0.02125
0.02
0.0925
0.03875
0.025
0.035
0.0225
0.02
0.04375
0.03
0.04625
0.035
0.09375
0.13625
0.0825
0.03125
0.055
0.08375
0.1725
0.14375
0.11625
0.08375
0.13625
0.03875
0.03125
0.0625
0.07125
0.09125
0.0425
0.0275
0.095
0.085
0.07125
0.075
0.05875
0.045
0.0225
0.01375
0.04375
0.05125
0.035
0.03
0.01375
0.05625
0.00375
0.00375
0.03625
0.0175
0.0225
0.015
0.01875
0.03125
0.0125
0.00875
0.015
0.015
0.05375
0.0425
0.06875
0.11625
0.01
0.0425
0.055
0.04375
0.06625
0.0225
0.03375
0.02
0.00625
0.05375
0.04
0.085
0.0175
0.0125
0.13875
0.03125
0.0675
0.045
0.1175
0.09
0.02125
0.025
0.0275
0.04875
0.1
0.21625
0.07625
0.075
0.035
0.0375
0.0975
0.0425
0.0225
0.12
0.0175
0.015
0.07375
0.025
0.03125
0.03
0.01875
0.0475
0.0475
0.005
0.0075
0.01
0.02
0.01625
0.025
0.08875
0.095
0.0275
0.03
0.03375
0.02
0.00375
0.01625
0.06
0.00625
0.035
0.01625
0.01375
0.005
0.045
0.03375
0.00875
0.01375
0.00625
0.00875
0.0125
0.005
0.01
0.0175
0.0225
0.02625
0.00875
0.005
0.00625
0.005
0.01
0.01875
0.01125
0.01125
0.035
0.00375
0.00125
0.00625
0.01
0.02625
0.0075
0.0075
0.0075
0.00375
0.00375
0.005
0.00625
0.00875
0.005
0.0075
0.0125
0.01375
0.01625
0.01
0.0025
0.015
0.00375
0.00125
0.005
0.0075
0.0075
0.00375
0.0025
0.0125
0.0025
0.00125
0.00625
0.01125
0.02625
0.01375
0.005
0.02875
0.00375
0.00375
0.005
0.0075
0.0475
0.01
0.04375
0.01875
0.00625
0.00375
0.00375
0.03625
0.005
0.00875
0.10375
0.01125
0.03375
0.02125
0.04625
0.0225
0.00625
0.01875
0.03875
0.03875
0.08375
0.105
0.1
0.07
0.04625
0.045
0.0925
0.04875
0.0525
0.14125
0.01125
0.01125
0.09375
0.0225
0.04
0.0325
0.04125
0.03125
0.0425
0.00375
0.0125
0.00375
0.01875
0.01625
0.01375
0.0625
0.065
0.02625
0.03875
0.01875
0.00625
0.00125
0.02625
0.09
0.01875
0.03
0.01
0.01
0.0125
0.0775
0.05625
0.05125
0.08125
0.07
0.08125
0.0575
0.06875
0.14375
0.0775
0.1125
0.1625
0.12
0.07125
0.0675
0.07125
0.10375
0.115
0.095
0.075
0.09
0.08375
0.08625
0.05125
0.0675
0.085
0.0875
0.03125
0.0325
0.0375
0.0225
0.05
0.06
0.02375
0.02
0.02
0.02125
0.025
0.035
0.01875
0.00375
0.02375
0.00375
0.005
0.01375
0.0075
0.01
0.00875
0.00875
0.0175
0.01
0.01
0.0075
0.00625
0.04875
0.0075
0.0175
0.055
0.01
0.03
0.01625
0.015
0.10125
0.0475
0.0725
0.05875
0.02375
0.0125
0.0225
0.095
0.0175
0.02375
0.1475
0.025
0.04125
0.045
0.05
0.0525
0.00875
0.0325
0.08625
0.08
0.1
0.22875
0.0225
0.03
0.04625
0.03375
0.08375
0.02125
0.02
0.04375
0.015
0.02375
0.0675
0.01875
0.03125
0.05125
0.05625
0.1025
0.1375
0.05125
0.0575
0.0175
0.0425
0.035
0.03375
0.04875
0.1325
0.06625
0.1
0.1975
0.0625
0.02125
0.075
0.10625
0.03
0.0375
0.01625
0.00375
0.03
0.045
0.025
0.00625
0.0475
0.00375
0.005
0.02
0.01
